name,pokemonid,formid,formname,gen,release,type1,type2,species,height,weight,gender,catch_rate,base_exp,egg_cycles,friendship,growth_rate,hp,attack,defense,spatk,spdef,speed,ev_hp,ev_attack,ev_defense,ev_spatk,ev_spdef,ev_speed,group
palkia,palkia,,,4,diamond-pearl,water,dragon,Spatial,4.2,336.0,genderless,3.0,340.0,120.0,0.0,slow,90,120,100,150,120,100,,,,3.0,,,sredniaki
palkia-origin,palkia,origin,Origin Forme,8,legends-arceus,water,dragon,Spatial,6.3,660.0,genderless,3.0,340.0,120.0,0.0,slow,90,100,100,150,120,120,,,,3.0,,,sredniaki
heatran,heatran,,,4,diamond-pearl,fire,steel,Lava Dome,1.7,430.0,4:4,3.0,300.0,10.0,100.0,slow,91,90,106,130,106,77,,,,3.0,,,specjalni
regigigas,regigigas,,,4,diamond-pearl,normal,,Colossal,3.7,420.0,genderless,3.0,302.0,120.0,0.0,slow,110,160,110,80,110,100,,3.0,,,,,sredniaki
giratina-altered,giratina,altered,Altered Forme,4,diamond-pearl,ghost,dragon,Renegade,4.5,750.0,genderless,3.0,340.0,120.0,0.0,slow,150,100,120,100,120,90,3.0,,,,,,specjalni
giratina-origin,giratina,origin,Origin Forme,4,diamond-pearl,ghost,dragon,Renegade,6.9,650.0,genderless,3.0,340.0,120.0,0.0,slow,150,120,100,120,100,90,3.0,,,,,,specjalni
cresselia,cresselia,,,4,diamond-pearl,psychic,,Lunar,1.5,85.6,8:0,3.0,290.0,120.0,100.0,slow,120,70,110,75,120,85,,,,,3.0,,specjalni
phione,phione,,,4,diamond-pearl,water,,Sea Drifter,0.4,3.1,genderless,30.0,216.0,40.0,50.0,slow,80,80,80,80,80,80,1.0,,,,,,sredniaki
manaphy,manaphy,,,4,diamond-pearl,water,,Seafaring,0.3,1.4,genderless,3.0,270.0,10.0,50.0,slow,100,100,100,100,100,100,3.0,,,,,,sredniaki
darkrai,darkrai,,,4,diamond-pearl,dark,,Pitch-Black,1.5,50.5,genderless,3.0,270.0,120.0,0.0,slow,70,90,90,135,90,125,,,,2.0,,1.0,agresorzy
shaymin-land,shaymin,land,Land Forme,4,diamond-pearl,grass,,Gratitude,0.2,2.1,genderless,45.0,270.0,120.0,100.0,medium slow,100,100,100,100,100,100,3.0,,,,,,sredniaki
shaymin-sky,shaymin,sky,Sky Forme,4,diamond-pearl,grass,flying,Gratitude,0.4,5.2,genderless,45.0,270.0,120.0,100.0,medium slow,100,103,75,120,75,127,,,,,,3.0,sredniaki
arceus,arceus,,,4,diamond-pearl,normal,,Alpha,3.2,320.0,genderless,3.0,360.0,120.0,0.0,slow,120,120,120,120,120,120,3.0,,,,,,sredniaki
victini,victini,,,5,black-white,psychic,fire,Victory,0.4,4.0,genderless,3.0,270.0,120.0,100.0,slow,100,100,100,100,100,100,3.0,,,,,,specjalni
snivy,snivy,,,5,black-white,grass,,Grass Snake,0.6,8.1,1:7,45.0,62.0,20.0,50.0,medium slow,45,45,55,45,55,63,,,,,,1.0,sredniaki
servine,servine,,,5,black-white,grass,,Grass Snake,0.8,16.0,1:7,45.0,145.0,20.0,50.0,medium slow,60,60,75,60,75,83,,,,,,2.0,sredniaki
serperior,serperior,,,5,black-white,grass,,Regal,3.3,63.0,1:7,45.0,238.0,20.0,50.0,medium slow,75,75,95,75,95,113,,,,,,3.0,sredniaki
tepig,tepig,,,5,black-white,fire,,Fire Pig,0.5,9.9,1:7,45.0,62.0,20.0,50.0,medium slow,65,63,45,45,45,45,1.0,,,,,,specjalni
pignite,pignite,,,5,black-white,fire,fighting,Fire Pig,1.0,55.5,1:7,45.0,146.0,20.0,50.0,medium slow,90,93,55,70,55,55,,2.0,,,,,specjalni
emboar,emboar,,,5,black-white,fire,fighting,Mega Fire Pig,1.6,150.0,1:7,45.0,238.0,20.0,50.0,medium slow,110,123,65,100,65,65,,3.0,,,,,specjalni
oshawott,oshawott,,,5,black-white,water,,Sea Otter,0.5,5.9,1:7,45.0,62.0,20.0,50.0,medium slow,55,55,45,63,45,45,,,,1.0,,,sredniaki
dewott,dewott,,,5,black-white,water,,Discipline,0.8,24.5,1:7,45.0,145.0,20.0,50.0,medium slow,75,75,60,83,60,60,,,,2.0,,,sredniaki
samurott,samurott,,,5,black-white,water,,Formidable,1.5,94.6,1:7,45.0,264.0,20.0,50.0,medium slow,95,100,85,108,70,70,,,,3.0,,,sredniaki
samurott-hisuian,samurott,hisuian,Hisuian Samurott,8,legends-arceus,water,dark,Formidable,1.5,58.2,1:7,45.0,264.0,20.0,50.0,medium slow,90,108,80,100,65,85,,3.0,,,,,sredniaki
patrat,patrat,,,5,black-white,normal,,Scout,0.5,11.6,4:4,255.0,51.0,15.0,50.0,medium fast,45,55,39,35,39,42,,1.0,,,,,sredniaki
watchog,watchog,,,5,black-white,normal,,Lookout,1.1,27.0,4:4,255.0,147.0,20.0,50.0,medium fast,60,85,69,60,69,77,,2.0,,,,,sredniaki
lillipup,lillipup,,,5,black-white,normal,,Puppy,0.4,4.1,4:4,255.0,55.0,15.0,50.0,medium slow,45,60,45,25,45,55,,1.0,,,,,sredniaki
herdier,herdier,,,5,black-white,normal,,Loyal Dog,0.9,14.7,4:4,120.0,130.0,15.0,50.0,medium slow,65,80,65,35,65,60,,2.0,,,,,sredniaki
stoutland,stoutland,,,5,black-white,normal,,Big-Hearted,1.2,61.0,4:4,45.0,225.0,15.0,50.0,medium slow,85,110,90,45,90,80,,3.0,,,,,sredniaki
purrloin,purrloin,,,5,black-white,dark,,Devious,0.4,10.1,4:4,255.0,56.0,20.0,50.0,medium fast,41,50,37,50,37,66,,,,,,1.0,agresorzy
liepard,liepard,,,5,black-white,dark,,Cruel,1.1,37.5,4:4,90.0,156.0,20.0,50.0,medium fast,64,88,50,88,50,106,,,,,,2.0,agresorzy
pansage,pansage,,,5,black-white,grass,,Grass Monkey,0.6,10.5,1:7,190.0,63.0,20.0,50.0,medium fast,50,53,48,53,48,64,,,,,,1.0,sredniaki
simisage,simisage,,,5,black-white,grass,,Thorn Monkey,1.1,30.5,1:7,75.0,174.0,20.0,50.0,medium fast,75,98,63,98,63,101,,,,,,2.0,sredniaki
pansear,pansear,,,5,black-white,fire,,High Temp,0.6,11.0,1:7,190.0,63.0,20.0,50.0,medium fast,50,53,48,53,48,64,,,,,,1.0,specjalni
simisear,simisear,,,5,black-white,fire,,Ember,1.0,28.0,1:7,75.0,174.0,20.0,50.0,medium fast,75,98,63,98,63,101,,,,,,2.0,specjalni
panpour,panpour,,,5,black-white,water,,Spray,0.6,13.5,1:7,190.0,63.0,20.0,50.0,medium fast,50,53,48,53,48,64,,,,,,1.0,sredniaki
simipour,simipour,,,5,black-white,water,,Geyser,1.0,29.0,1:7,75.0,174.0,20.0,50.0,medium fast,75,98,63,98,63,101,,,,,,2.0,sredniaki
munna,munna,,,5,black-white,psychic,,Dream Eater,0.6,23.3,4:4,190.0,58.0,10.0,50.0,fast,76,25,45,67,55,24,1.0,,,,,,specjalni
musharna,musharna,,,5,black-white,psychic,,Drowsing,1.1,60.5,4:4,75.0,170.0,10.0,50.0,fast,116,55,85,107,95,29,2.0,,,,,,specjalni
pidove,pidove,,,5,black-white,normal,flying,Tiny Pigeon,0.3,2.1,4:4,255.0,53.0,15.0,50.0,medium slow,50,55,50,36,30,43,,1.0,,,,,sredniaki
tranquill,tranquill,,,5,black-white,normal,flying,Wild Pigeon,0.6,15.0,4:4,120.0,125.0,15.0,50.0,medium slow,62,77,62,50,42,65,,2.0,,,,,sredniaki
unfezant,unfezant,,,5,black-white,normal,flying,Proud,1.2,29.0,4:4,45.0,220.0,15.0,50.0,medium slow,80,115,80,65,55,93,,3.0,,,,,sredniaki
blitzle,blitzle,,,5,black-white,electric,,Electrified,0.8,29.8,4:4,190.0,59.0,20.0,50.0,medium fast,45,60,32,50,32,76,,,,,,1.0,specjalni
zebstrika,zebstrika,,,5,black-white,electric,,Thunderbolt,1.6,79.5,4:4,75.0,174.0,20.0,50.0,medium fast,75,100,63,80,63,116,,,,,,2.0,specjalni
roggenrola,roggenrola,,,5,black-white,rock,,Mantle,0.4,18.0,4:4,255.0,56.0,15.0,50.0,medium slow,55,75,85,25,25,15,,,1.0,,,,grubole
boldore,boldore,,,5,black-white,rock,,Ore,0.9,102.0,4:4,120.0,137.0,15.0,50.0,medium slow,70,105,105,50,40,20,,1.0,1.0,,,,grubole
gigalith,gigalith,,,5,black-white,rock,,Compressed,1.7,260.0,4:4,45.0,232.0,15.0,50.0,medium slow,85,135,130,60,80,25,,3.0,,,,,grubole
woobat,woobat,,,5,black-white,psychic,flying,Bat,0.4,2.1,4:4,190.0,65.0,15.0,50.0,medium fast,65,45,43,55,43,72,,,,,,1.0,specjalni
swoobat,swoobat,,,5,black-white,psychic,flying,Courting,0.9,10.5,4:4,45.0,149.0,15.0,50.0,medium fast,67,57,55,77,55,114,,,,,,2.0,specjalni
drilbur,drilbur,,,5,black-white,ground,,Mole,0.3,8.5,4:4,120.0,66.0,20.0,50.0,medium fast,60,85,40,30,45,68,,1.0,,,,,grubole
excadrill,excadrill,,,5,black-white,ground,steel,Subterrene,0.7,40.4,4:4,60.0,178.0,20.0,50.0,medium fast,110,135,60,50,65,88,,2.0,,,,,grubole
audino,audino,,,5,black-white,normal,,Hearing,1.1,31.0,4:4,255.0,390.0,20.0,50.0,fast,103,60,86,60,86,50,2.0,,,,,,sredniaki
audino-mega,audino,mega,Mega Audino,6,omega-ruby-alpha-sapphire,normal,fairy,Hearing,1.5,32.0,4:4,255.0,425.0,20.0,50.0,fast,103,60,126,80,126,50,2.0,,,,,,sredniaki
timburr,timburr,,,5,black-white,fighting,,Muscular,0.6,12.5,2:6,180.0,61.0,20.0,70.0,medium slow,75,80,55,25,35,35,,1.0,,,,,agresorzy
gurdurr,gurdurr,,,5,black-white,fighting,,Muscular,1.2,40.0,2:6,90.0,142.0,20.0,50.0,medium slow,85,105,85,40,50,40,,2.0,,,,,agresorzy
conkeldurr,conkeldurr,,,5,black-white,fighting,,Muscular,1.4,87.0,2:6,45.0,227.0,20.0,50.0,medium slow,105,140,95,55,65,45,,3.0,,,,,agresorzy
tympole,tympole,,,5,black-white,water,,Tadpole,0.5,4.5,4:4,255.0,59.0,20.0,50.0,medium slow,50,50,40,50,40,64,,,,,,1.0,sredniaki
palpitoad,palpitoad,,,5,black-white,water,ground,Vibration,0.8,17.0,4:4,120.0,134.0,20.0,50.0,medium slow,75,65,55,65,55,69,2.0,,,,,,sredniaki
seismitoad,seismitoad,,,5,black-white,water,ground,Vibration,1.5,62.0,4:4,45.0,229.0,20.0,50.0,medium slow,105,95,75,85,75,74,3.0,,,,,,sredniaki
throh,throh,,,5,black-white,fighting,,Judo,1.3,55.5,0,45.0,163.0,20.0,50.0,medium fast,120,100,85,30,85,45,2.0,,,,,,agresorzy
sawk,sawk,,,5,black-white,fighting,,Karate,1.4,51.0,0,45.0,163.0,20.0,50.0,medium fast,75,125,75,30,75,85,,2.0,,,,,agresorzy
sewaddle,sewaddle,,,5,black-white,bug,grass,Sewing,0.3,2.5,4:4,255.0,62.0,15.0,50.0,medium slow,45,53,70,40,60,42,,,1.0,,,,sredniaki
swadloon,swadloon,,,5,black-white,bug,grass,Leaf-Wrapped,0.5,7.3,4:4,120.0,133.0,15.0,50.0,medium slow,55,63,90,50,80,42,,,2.0,,,,sredniaki
leavanny,leavanny,,,5,black-white,bug,grass,Nurturing,1.2,20.5,4:4,45.0,225.0,15.0,50.0,medium slow,75,103,80,70,80,92,,3.0,,,,,sredniaki
venipede,venipede,,,5,black-white,bug,poison,Centipede,0.4,5.3,4:4,255.0,52.0,15.0,50.0,medium slow,30,45,59,30,39,57,,,1.0,,,,sredniaki
whirlipede,whirlipede,,,5,black-white,bug,poison,Curlipede,1.2,58.5,4:4,120.0,126.0,15.0,50.0,medium slow,40,55,99,40,79,47,,,2.0,,,,sredniaki
scolipede,scolipede,,,5,black-white,bug,poison,Megapede,2.5,200.5,4:4,45.0,218.0,20.0,50.0,medium slow,60,100,89,55,69,112,,,,,,3.0,sredniaki
cottonee,cottonee,,,5,black-white,grass,fairy,Cotton Puff,0.3,0.6,4:4,190.0,56.0,20.0,50.0,medium fast,40,27,60,37,50,66,,,,,,1.0,sredniaki
whimsicott,whimsicott,,,5,black-white,grass,fairy,Windveiled,0.7,6.6,4:4,75.0,168.0,20.0,50.0,medium fast,60,67,85,77,75,116,,,,,,2.0,sredniaki
petilil,petilil,,,5,black-white,grass,,Bulb,0.5,6.6,8:0,190.0,56.0,20.0,50.0,medium fast,45,35,50,70,50,30,,,,1.0,,,sredniaki
lilligant,lilligant,,,5,black-white,grass,,Flowering,1.1,16.3,8:0,75.0,168.0,20.0,50.0,medium fast,70,60,75,110,75,90,,,,2.0,,,sredniaki
lilligant-hisuian,lilligant,hisuian,Hisuian Lilligant,8,legends-arceus,grass,fighting,Spinning,1.2,19.2,8:0,75.0,168.0,20.0,50.0,medium fast,70,105,75,50,75,105,,1.0,,,,1.0,sredniaki
basculin-red-striped,basculin,red-striped,Red-Striped Form,5,black-white,water,,Hostile,1.0,18.0,4:4,25.0,161.0,40.0,50.0,medium fast,70,92,65,80,55,98,,,,,,2.0,sredniaki
basculin-blue-striped,basculin,blue-striped,Blue-Striped Form,5,black-white,water,,Hostile,1.0,18.0,4:4,25.0,161.0,40.0,50.0,medium fast,70,92,65,80,55,98,,,,,,2.0,sredniaki
basculin-white-striped,basculin,white-striped,White-Striped Form,8,legends-arceus,water,,Mellow,1.0,18.0,4:4,25.0,161.0,40.0,50.0,medium fast,70,92,65,80,55,98,,,,,,2.0,sredniaki
sandile,sandile,,,5,black-white,ground,dark,Desert Croc,0.7,15.2,4:4,180.0,58.0,20.0,50.0,medium slow,50,72,35,35,35,65,,1.0,,,,,grubole
krokorok,krokorok,,,5,black-white,ground,dark,Desert Croc,1.0,33.4,4:4,90.0,123.0,20.0,50.0,medium slow,60,82,45,45,45,74,,2.0,,,,,grubole
krookodile,krookodile,,,5,black-white,ground,dark,Intimidation,1.5,96.3,4:4,45.0,260.0,20.0,50.0,medium slow,95,117,80,65,70,92,,3.0,,,,,grubole
darumaka,darumaka,,,5,black-white,fire,,Zen Charm,0.6,37.5,4:4,120.0,63.0,20.0,50.0,medium slow,70,90,45,15,45,50,,1.0,,,,,specjalni
darumaka-galarian,darumaka,galarian,Galarian Darumaka,8,sword-shield,ice,,Zen Charm,0.7,40.0,4:4,120.0,63.0,20.0,50.0,medium slow,70,90,45,15,45,50,,1.0,,,,,sredniaki
darmanitan-standard,darmanitan,standard,Standard Mode,5,black-white,fire,,Blazing,1.3,92.9,4:4,60.0,168.0,20.0,50.0,medium slow,105,140,55,30,55,95,,2.0,,,,,specjalni
darmanitan-zen,darmanitan,zen,Zen Mode,5,black-white,fire,psychic,Blazing,1.3,92.9,4:4,60.0,189.0,20.0,50.0,medium slow,105,30,105,140,105,55,,,,2.0,,,specjalni
darmanitan-galarian-standard,darmanitan,galarian-standard,Galarian Standard Mode,8,sword-shield,ice,,Zen Charm,1.7,120.0,4:4,60.0,168.0,20.0,50.0,medium slow,105,140,55,30,55,95,,2.0,,,,,sredniaki
darmanitan-galarian-zen,darmanitan,galarian-zen,Galarian Zen Mode,8,sword-shield,ice,fire,Zen Charm,1.7,120.0,4:4,60.0,168.0,20.0,50.0,medium slow,105,160,55,30,55,135,,,,2.0,,,sredniaki
maractus,maractus,,,5,black-white,grass,,Cactus,1.0,28.0,4:4,255.0,161.0,20.0,50.0,medium fast,75,86,67,106,67,60,,,,2.0,,,sredniaki
dwebble,dwebble,,,5,black-white,bug,rock,Rock Inn,0.3,14.5,4:4,190.0,65.0,20.0,50.0,medium fast,50,65,85,35,35,55,,,1.0,,,,sredniaki
crustle,crustle,,,5,black-white,bug,rock,Stone Home,1.4,200.0,4:4,75.0,170.0,20.0,50.0,medium fast,70,105,125,65,75,45,,,2.0,,,,sredniaki
scraggy,scraggy,,,5,black-white,dark,fighting,Shedding,0.6,11.8,4:4,180.0,70.0,15.0,35.0,medium fast,50,75,70,35,70,48,,1.0,,,,,agresorzy
scrafty,scrafty,,,5,black-white,dark,fighting,Hoodlum,1.1,30.0,4:4,90.0,171.0,15.0,50.0,medium fast,65,90,115,45,115,58,,,1.0,,1.0,,agresorzy
sigilyph,sigilyph,,,5,black-white,psychic,flying,Avianoid,1.4,14.0,4:4,45.0,172.0,20.0,50.0,medium fast,72,58,80,103,80,97,,,,2.0,,,specjalni
yamask,yamask,,,5,black-white,ghost,,Spirit,0.5,1.5,4:4,190.0,61.0,25.0,50.0,medium fast,38,30,85,55,65,30,,,1.0,,,,specjalni
yamask-galarian,yamask,galarian,Galarian Yamask,8,sword-shield,ground,ghost,Spirit,0.5,1.5,4:4,190.0,61.0,25.0,50.0,medium fast,38,55,85,30,65,30,,,1.0,,,,grubole
cofagrigus,cofagrigus,,,5,black-white,ghost,,Coffin,1.7,76.5,4:4,90.0,169.0,25.0,50.0,medium fast,58,50,145,95,105,30,,,2.0,,,,specjalni
tirtouga,tirtouga,,,5,black-white,water,rock,Prototurtle,0.7,16.5,1:7,45.0,71.0,30.0,50.0,medium fast,54,78,103,53,45,22,,,1.0,,,,sredniaki
carracosta,carracosta,,,5,black-white,water,rock,Prototurtle,1.2,81.0,1:7,45.0,173.0,30.0,50.0,medium fast,74,108,133,83,65,32,,,2.0,,,,sredniaki
archen,archen,,,5,black-white,rock,flying,First Bird,0.5,9.5,1:7,45.0,71.0,30.0,50.0,medium fast,55,112,45,74,45,70,,1.0,,,,,grubole
archeops,archeops,,,5,black-white,rock,flying,First Bird,1.4,32.0,1:7,45.0,177.0,30.0,50.0,medium fast,75,140,65,112,65,110,,2.0,,,,,grubole
trubbish,trubbish,,,5,black-white,poison,,Trash Bag,0.6,31.0,4:4,190.0,66.0,20.0,50.0,medium fast,50,50,62,40,62,65,,,,,,1.0,sredniaki
garbodor,garbodor,,,5,black-white,poison,,Trash Heap,1.9,107.3,4:4,60.0,166.0,20.0,50.0,medium fast,80,95,82,60,82,75,,2.0,,,,,sredniaki
zorua,zorua,,,5,black-white,dark,,Tricky Fox,0.7,12.5,1:7,75.0,66.0,25.0,50.0,medium slow,40,65,40,80,40,65,,,,1.0,,,agresorzy
zorua-hisuian,zorua,hisuian,Hisuian Zorua,8,legends-arceus,normal,ghost,Spiteful Fox,0.7,12.5,1:7,75.0,66.0,25.0,50.0,medium slow,35,60,40,85,40,70,,,,1.0,,,sredniaki
zoroark,zoroark,,,5,black-white,dark,,Illusion Fox,1.6,81.1,1:7,45.0,179.0,20.0,50.0,medium slow,60,105,60,120,60,105,,,,2.0,,,agresorzy
zoroark-hisuian,zoroark,hisuian,Hisuian Zoroark,8,legends-arceus,normal,ghost,Baneful Fox,1.6,73.0,1:7,45.0,179.0,20.0,50.0,medium slow,55,100,60,125,60,110,,,,2.0,,,sredniaki
minccino,minccino,,,5,black-white,normal,,Chinchilla,0.4,5.8,6:2,255.0,60.0,15.0,50.0,fast,55,50,40,40,40,75,,,,,,1.0,sredniaki
cinccino,cinccino,,,5,black-white,normal,,Scarf,0.5,7.5,6:2,60.0,165.0,15.0,50.0,fast,75,95,60,65,60,115,,,,,,2.0,sredniaki
gothita,gothita,,,5,black-white,psychic,,Fixation,0.4,5.8,6:2,200.0,58.0,20.0,50.0,medium slow,45,30,50,55,65,45,,,,,1.0,,specjalni
gothorita,gothorita,,,5,black-white,psychic,,Manipulate,0.7,18.0,6:2,100.0,137.0,20.0,50.0,medium slow,60,45,70,75,85,55,,,,,2.0,,specjalni
gothitelle,gothitelle,,,5,black-white,psychic,,Astral Body,1.5,44.0,6:2,50.0,245.0,20.0,50.0,medium slow,70,55,95,95,110,65,,,,,3.0,,specjalni
solosis,solosis,,,5,black-white,psychic,,Cell,0.3,1.0,4:4,200.0,58.0,20.0,50.0,medium slow,45,30,40,105,50,20,,,,1.0,,,specjalni
duosion,duosion,,,5,black-white,psychic,,Mitosis,0.6,8.0,4:4,100.0,130.0,20.0,50.0,medium slow,65,40,50,125,60,30,,,,2.0,,,specjalni
reuniclus,reuniclus,,,5,black-white,psychic,,Multiplying,1.0,20.1,4:4,50.0,221.0,20.0,50.0,medium slow,110,65,75,125,85,30,,,,3.0,,,specjalni
ducklett,ducklett,,,5,black-white,water,flying,Water Bird,0.5,5.5,4:4,190.0,61.0,20.0,50.0,medium fast,62,44,50,44,50,55,1.0,,,,,,sredniaki
swanna,swanna,,,5,black-white,water,flying,White Bird,1.3,24.2,4:4,45.0,166.0,20.0,50.0,medium fast,75,87,63,87,63,98,,,,,,2.0,sredniaki
vanillite,vanillite,,,5,black-white,ice,,Fresh Snow,0.4,5.7,4:4,255.0,61.0,20.0,50.0,slow,36,50,50,65,60,44,,,,1.0,,,sredniaki
vanillish,vanillish,,,5,black-white,ice,,Icy Snow,1.1,41.0,4:4,120.0,138.0,20.0,50.0,slow,51,65,65,80,75,59,,,,2.0,,,sredniaki
vanilluxe,vanilluxe,,,5,black-white,ice,,Snowstorm,1.3,57.5,4:4,45.0,241.0,20.0,50.0,slow,71,95,85,110,95,79,,,,3.0,,,sredniaki
deerling,deerling,,,5,black-white,normal,grass,Season,0.6,19.5,4:4,190.0,67.0,20.0,50.0,medium fast,60,60,50,40,50,75,,,,,,1.0,sredniaki
sawsbuck,sawsbuck,,,5,black-white,normal,grass,Season,1.9,92.5,4:4,75.0,166.0,20.0,50.0,medium fast,80,100,70,60,70,95,,2.0,,,,,sredniaki
emolga,emolga,,,5,black-white,electric,flying,Sky Squirrel,0.4,5.0,4:4,200.0,150.0,20.0,50.0,medium fast,55,75,60,75,60,103,,,,,,2.0,specjalni
karrablast,karrablast,,,5,black-white,bug,,Clamping,0.5,5.9,4:4,200.0,63.0,15.0,50.0,medium fast,50,75,45,40,45,60,,1.0,,,,,sredniaki
escavalier,escavalier,,,5,black-white,bug,steel,Cavalry,1.0,33.0,4:4,75.0,173.0,15.0,50.0,medium fast,70,135,105,60,105,20,,2.0,,,,,sredniaki
foongus,foongus,,,5,black-white,grass,poison,Mushroom,0.2,1.0,4:4,190.0,59.0,20.0,50.0,medium fast,69,55,45,55,55,15,1.0,,,,,,sredniaki
amoonguss,amoonguss,,,5,black-white,grass,poison,Mushroom,0.6,10.5,4:4,75.0,162.0,20.0,50.0,medium fast,114,85,70,85,80,30,2.0,,,,,,sredniaki
frillish,frillish,,,5,black-white,water,ghost,Floating,1.2,33.0,4:4,190.0,67.0,20.0,50.0,medium fast,55,40,50,65,85,40,,,,,1.0,,sredniaki
jellicent,jellicent,,,5,black-white,water,ghost,Floating,2.2,135.0,4:4,60.0,168.0,20.0,50.0,medium fast,100,60,70,85,105,60,,,,,2.0,,sredniaki
alomomola,alomomola,,,5,black-white,water,,Caring,1.2,31.6,4:4,75.0,165.0,40.0,50.0,fast,165,75,80,40,45,65,2.0,,,,,,sredniaki
joltik,joltik,,,5,black-white,bug,electric,Attaching,0.1,0.6,4:4,190.0,64.0,20.0,50.0,medium fast,50,47,50,57,50,65,,,,,,1.0,sredniaki
galvantula,galvantula,,,5,black-white,bug,electric,EleSpider,0.8,14.3,4:4,75.0,165.0,20.0,50.0,medium fast,70,77,60,97,60,108,,,,,,2.0,sredniaki
ferroseed,ferroseed,,,5,black-white,grass,steel,Thorn Seed,0.6,18.8,4:4,255.0,61.0,20.0,50.0,medium fast,44,50,91,24,86,10,,,1.0,,,,sredniaki
ferrothorn,ferrothorn,,,5,black-white,grass,steel,Thorn Pod,1.0,110.0,4:4,90.0,171.0,20.0,50.0,medium fast,74,94,131,54,116,20,,,2.0,,,,sredniaki
klink,klink,,,5,black-white,steel,,Gear,0.3,21.0,genderless,130.0,60.0,20.0,50.0,medium slow,40,55,70,45,60,30,,,1.0,,,,grubole
klang,klang,,,5,black-white,steel,,Gear,0.6,51.0,genderless,60.0,154.0,20.0,50.0,medium slow,60,80,95,70,85,50,,,2.0,,,,grubole
klinklang,klinklang,,,5,black-white,steel,,Gear,0.6,81.0,genderless,30.0,234.0,20.0,50.0,medium slow,60,100,115,70,85,90,,,3.0,,,,grubole
tynamo,tynamo,,,5,black-white,electric,,EleFish,0.2,0.3,4:4,190.0,55.0,20.0,50.0,slow,35,55,40,45,40,60,,,,,,1.0,specjalni
eelektrik,eelektrik,,,5,black-white,electric,,EleFish,1.2,22.0,4:4,60.0,142.0,20.0,50.0,slow,65,85,70,75,70,40,,2.0,,,,,specjalni
eelektross,eelektross,,,5,black-white,electric,,EleFish,2.1,80.5,4:4,30.0,258.0,20.0,50.0,slow,85,115,80,105,80,50,,3.0,,,,,specjalni
elgyem,elgyem,,,5,black-white,psychic,,Cerebral,0.5,9.0,4:4,255.0,67.0,20.0,50.0,medium fast,55,55,55,85,55,30,,,,1.0,,,specjalni
beheeyem,beheeyem,,,5,black-white,psychic,,Cerebral,1.0,34.5,4:4,90.0,170.0,20.0,50.0,medium fast,75,75,75,125,95,40,,,,2.0,,,specjalni
litwick,litwick,,,5,black-white,ghost,fire,Candle,0.3,3.1,4:4,190.0,55.0,20.0,50.0,medium slow,50,30,55,65,55,20,,,,1.0,,,specjalni
lampent,lampent,,,5,black-white,ghost,fire,Lamp,0.6,13.0,4:4,90.0,130.0,20.0,50.0,medium slow,60,40,60,95,60,55,,,,2.0,,,specjalni
chandelure,chandelure,,,5,black-white,ghost,fire,Luring,1.0,34.3,4:4,45.0,234.0,20.0,50.0,medium slow,60,55,90,145,90,80,,,,3.0,,,specjalni
axew,axew,,,5,black-white,dragon,,Tusk,0.6,18.0,4:4,75.0,64.0,40.0,35.0,slow,46,87,60,30,40,57,,1.0,,,,,elita
fraxure,fraxure,,,5,black-white,dragon,,Axe Jaw,1.0,36.0,4:4,60.0,144.0,40.0,35.0,slow,66,117,70,40,50,67,,2.0,,,,,elita
haxorus,haxorus,,,5,black-white,dragon,,Axe Jaw,1.8,105.5,4:4,45.0,270.0,40.0,35.0,slow,76,147,90,60,70,97,,3.0,,,,,elita
cubchoo,cubchoo,,,5,black-white,ice,,Chill,0.5,8.5,4:4,120.0,61.0,20.0,50.0,medium fast,55,70,40,60,40,40,,1.0,,,,,sredniaki
beartic,beartic,,,5,black-white,ice,,Freezing,2.6,260.0,4:4,60.0,177.0,20.0,50.0,medium fast,95,130,80,70,80,50,,2.0,,,,,sredniaki
cryogonal,cryogonal,,,5,black-white,ice,,Crystallizing,1.1,148.0,genderless,25.0,180.0,25.0,50.0,medium fast,80,50,50,95,135,105,,,,,2.0,,sredniaki
shelmet,shelmet,,,5,black-white,bug,,Snail,0.4,7.7,4:4,200.0,61.0,15.0,50.0,medium fast,50,40,85,40,65,25,,,1.0,,,,sredniaki
accelgor,accelgor,,,5,black-white,bug,,Shell Out,0.8,25.3,4:4,75.0,173.0,15.0,50.0,medium fast,80,70,40,100,60,145,,,,,,2.0,sredniaki
stunfisk,stunfisk,,,5,black-white,ground,electric,Trap,0.7,11.0,4:4,75.0,165.0,20.0,70.0,medium fast,109,66,84,81,99,32,2.0,,,,,,grubole
stunfisk-galarian,stunfisk,galarian,Galarian Stunfisk,8,sword-shield,ground,steel,Trap,0.7,20.5,4:4,75.0,165.0,20.0,50.0,medium fast,109,81,99,66,84,32,2.0,,,,,,grubole
mienfoo,mienfoo,,,5,black-white,fighting,,Martial Arts,0.9,20.0,4:4,180.0,70.0,25.0,50.0,medium slow,45,85,50,55,50,65,,1.0,,,,,agresorzy
mienshao,mienshao,,,5,black-white,fighting,,Martial Arts,1.4,35.5,4:4,45.0,179.0,25.0,50.0,medium slow,65,125,60,95,60,105,,2.0,,,,,agresorzy
druddigon,druddigon,,,5,black-white,dragon,,Cave,1.6,139.0,4:4,45.0,170.0,30.0,50.0,medium fast,77,120,90,60,90,48,,2.0,,,,,elita
